"inventory_id","film_id","title","total_rentals_duration_in_hours","percentual_occupation_ratio"
2236,484,"Jerk Paycheck","284","11.82"
3237,710,"Rage Games","283","11.78"
2545,558,"Mannequin Worst","283","11.78"
1353,298,"Eyes Driving","283","11.78"
1358,300,"Falcon Volume","283","11.78"
3876,847,"Stock Glass","283","11.78"
2922,643,"Orient Closer","283","11.78"
332,73,"Bingo Talented","283","11.78"
1024,229,"Devil Desire","283","11.78"
4160,903,"Traffic Hobbit","282","11.74"
2100,456,"Inch Jet","282","11.74"
3769,824,"Spartacus Cheaper","282","11.74"
4496,982,"Women Dorado","282","11.74"
874,193,"Crossroads Casualties","282","11.74"
4240,922,"Undefeated Dalmations","282","11.74"
1879,409,"Heartbreakers Bright","282","11.74"
423,93,"Brannigan Sunrise","282","11.74"
1524,333,"Freaky Pocus","282","11.74"
3231,709,"Racer Egg","282","11.74"
3455,757,"Sagebrush Clueless","282","11.74"
2960,649,"Oz Liaisons","281","11.69"
1049,234,"Disturbing Scarface","281","11.69"
1035,231,"Dinosaur Secretary","281","11.69"
3291,724,"Remember Diary","281","11.69"
824,180,"Conspiracy Spirit","281","11.69"
1375,302,"Fantasia Park","281","11.69"
1832,397,"Hanky October","281","11.69"
3624,791,"Show Lord","281","11.69"
2619,574,"Midnight Westward","281","11.69"
4208,915,"Truman Crazy","281","11.69"
1703,371,"Gosford Donnie","280","11.65"
1990,434,"Horror Reign","280","11.65"
4109,894,"Tomatoes Hellfighters","280","11.65"
3565,779,"Sense Greek","280","11.65"
2111,457,"Independence Hotel","279","11.61"
570,123,"Casablanca Super","279","11.61"
1576,346,"Galaxy Sweethearts","279","11.61"
1867,408,"Head Stranger","279","11.61"
1332,294,"Expecations Natural","279","11.61"
3633,793,"Shrunk Divine","279","11.61"
3647,796,"Sierra Divide","279","11.61"
4207,915,"Truman Crazy","279","11.61"
1387,304,"Fargo Gandhi","279","11.61"
2282,494,"Karate Moon","278","11.57"
3673,804,"Sleeping Suspects","278","11.57"
3438,753,"Rush Goodfellas","277","11.53"
4284,932,"Valley Packer","277","11.53"
919,204,"Dalmations Sweden","277","11.53"
4188,911,"Trip Newton","276","11.49"
4378,956,"Wanda Chamber","276","11.49"
202,45,"Attraction Newton","276","11.49"
2196,475,"Japanese Run","275","11.44"
879,193,"Crossroads Casualties","275","11.44"
2702,593,"Monterey Labyrinth","275","11.44"
2771,609,"Muscle Bright","275","11.44"
3504,767,"Scalawag Duck","275","11.44"
2789,611,"Musketeers Wait","275","11.44"
2608,572,"Metropolis Coma","274","11.40"
3358,737,"Rock Instinct","274","11.40"
975,218,"Deceiver Betrayed","274","11.40"
181,40,"Army Flintstones","274","11.40"
3409,747,"Roxanne Rebel","274","11.40"
994,222,"Desert Poseidon","274","11.40"
557,121,"Carol Texas","273","11.36"
2825,620,"Nemo Campus","273","11.36"
690,151,"Cincinatti Whisperer","273","11.36"
2387,521,"Lies Treatment","273","11.36"
3439,754,"Rushmore Mermaid","272","11.32"
3964,864,"Sundance Invasion","272","11.32"
1011,227,"Details Packer","272","11.32"
3051,670,"Pelican Comforts","272","11.32"
3880,848,"Stone Fire","272","11.32"
608,132,"Chainsaw Uptown","272","11.32"
44,9,"Alabama Devil","272","11.32"
1660,362,"Glory Tracy","272","11.32"
3296,725,"Requiem Tycoon","272","11.32"
357,78,"Blackout Private","272","11.32"
4098,892,"Titanic Boondock","272","11.32"
3488,764,"Saturday Lambs","271","11.28"
1587,348,"Gandhi Kwai","271","11.28"
3835,840,"Stampede Disturbing","271","11.28"
3976,866,"Sunset Racer","271","11.28"
902,200,"Curtain Videotape","270","11.24"
1248,275,"Egypt Tenenbaums","270","11.24"
3199,702,"Pulp Beverly","270","11.24"
4520,986,"Wonka Sea","270","11.24"
2767,608,"Murder Antitrust","270","11.24"
1578,346,"Galaxy Sweethearts","270","11.24"
1153,255,"Driving Polish","270","11.24"
612,133,"Chamber Italian","270","11.24"
3373,740,"Rollercoaster Bringing","270","11.24"
484,107,"Bunch Minds","270","11.24"
947,210,"Darko Dorado","270","11.24"
4076,888,"Thin Sagebrush","270","11.24"
1595,349,"Gangs Pride","269","11.19"
2615,573,"Microcosmos Paradise","269","11.19"
3073,676,"Philadelphia Wife","269","11.19"
568,123,"Casablanca Super","269","11.19"
2190,473,"Jacket Frisco","269","11.19"
3925,856,"Streetcar Intentions","269","11.19"
634,138,"Chariots Conspiracy","269","11.19"
1794,390,"Guys Falcon","269","11.19"
827,181,"Contact Anonymous","269","11.19"
1997,434,"Horror Reign","269","11.19"
1310,289,"Eve Resurrection","269","11.19"
3045,668,"Peak Forever","269","11.19"
1079,240,"Dolls Rage","269","11.19"
3275,722,"Reef Salute","269","11.19"
3838,841,"Star Operation","268","11.15"
4328,944,"Virgin Daisy","268","11.15"
1436,314,"Fight Jawbreaker","268","11.15"
1351,298,"Eyes Driving","268","11.15"
2683,589,"Modern Dorado","268","11.15"
4430,969,"West Lion","268","11.15"
3977,867,"Super Wyoming","268","11.15"
525,115,"Campus Remember","268","11.15"
1435,314,"Fight Jawbreaker","268","11.15"
336,74,"Birch Antitrust","268","11.15"
2298,500,"Kiss Glory","268","11.15"
620,135,"Chance Resurrection","268","11.15"
3247,715,"Range Moonwalker","268","11.15"
2538,556,"Maltese Hope","268","11.15"
4547,993,"Wrong Behavior","268","11.15"
90,18,"Alter Victory","267","11.11"
2635,578,"Million Ace","267","11.11"
42,9,"Alabama Devil","267","11.11"
642,139,"Chasing Fight","267","11.11"
3126,687,"Pocus Pulp","267","11.11"
772,168,"Comancheros Enemy","267","11.11"
317,71,"Bilko Anonymous","267","11.11"
717,157,"Clockwork Paradise","267","11.11"
43,9,"Alabama Devil","267","11.11"
3276,722,"Reef Salute","266","11.07"
1415,309,"Feud Frogmen","266","11.07"
993,222,"Desert Poseidon","266","11.07"
3782,828,"Spiking Element","266","11.07"
1971,429,"Honey Ties","266","11.07"
2893,636,"Oleander Clue","266","11.07"
893,199,"Cupboard Sinners","266","11.07"
2592,569,"Menagerie Rushmore","266","11.07"
295,67,"Berets Agent","266","11.07"
179,39,"Armageddon Lost","266","11.07"
4448,972,"Whisperer Giant","266","11.07"
3047,668,"Peak Forever","266","11.07"
2195,474,"Jade Bunch","265","11.03"
300,68,"Betrayed Rear","265","11.03"
2115,458,"Indian Love","265","11.03"
1643,358,"Gilmore Boiled","265","11.03"
4221,917,"Tuxedo Mile","265","11.03"
2289,496,"Kick Savannah","265","11.03"
1329,293,"Exorcist Sting","265","11.03"
4503,983,"Won Dares","265","11.03"
3295,725,"Requiem Tycoon","265","11.03"
3822,837,"Stage World","265","11.03"
4244,922,"Undefeated Dalmations","265","11.03"
3848,843,"Steel Santa","265","11.03"
1671,365,"Gold River","264","10.99"
2150,464,"Intentions Empire","264","10.99"
4194,912,"Trojan Tomorrow","264","10.99"
1491,327,"Fool Mockingbird","264","10.99"
1182,263,"Durham Panky","264","10.99"
437,97,"Bride Intrigue","264","10.99"
3068,674,"Pet Haunting","264","10.99"
1901,414,"Hellfighters Sierra","264","10.99"
3002,658,"Paris Weekend","264","10.99"
2227,481,"Jekyll Frogmen","264","10.99"
4329,944,"Virgin Daisy","264","10.99"
3387,743,"Room Roman","263","10.94"
1740,378,"Greatest North","263","10.94"
3723,814,"Snatch Slipper","263","10.94"
1674,366,"Goldfinger Sensibility","263","10.94"
714,156,"Clerks Angels","263","10.94"
3401,746,"Rouge Squad","263","10.94"
1243,274,"Egg Igby","263","10.94"
1479,323,"Flight Lies","263","10.94"
2400,524,"Lion Uncut","263","10.94"
325,72,"Bill Others","263","10.94"
1735,378,"Greatest North","263","10.94"
572,124,"Casper Dragonfly","263","10.94"
1340,295,"Expendable Stallion","263","10.94"
3338,734,"Road Roxanne","262","10.90"
1570,345,"Gables Metropolis","262","10.90"
3778,827,"Spice Sorority","262","10.90"
1295,286,"Enough Raging","262","10.90"
28,6,"Agent Truman","262","10.90"
2112,458,"Indian Love","262","10.90"
1448,317,"Fireball Philadelphia","262","10.90"
1418,311,"Fiction Christmas","262","10.90"
2198,476,"Jason Trap","262","10.90"
4255,925,"United Pilot","262","10.90"
3667,803,"Slacker Liaisons","262","10.90"
1634,356,"Giant Troopers","262","10.90"
3386,743,"Room Roman","262","10.90"
577,126,"Casualties Encino","262","10.90"
3306,728,"Reunion Witches","261","10.86"
1155,255,"Driving Polish","261","10.86"
3062,673,"Personal Ladybugs","261","10.86"
3750,820,"Sons Interview","261","10.86"
2494,547,"Magic Mallrats","261","10.86"
2107,457,"Independence Hotel","261","10.86"
3748,820,"Sons Interview","261","10.86"
798,174,"Confidential Interview","261","10.86"
962,214,"Daughter Madigan","261","10.86"
3341,734,"Road Roxanne","261","10.86"
3730,816,"Snowman Rollercoaster","260","10.82"
4287,933,"Vampire Whale","260","10.82"
47,10,"Aladdin Calendar","260","10.82"
3766,824,"Spartacus Cheaper","260","10.82"
812,176,"Congeniality Quest","260","10.82"
60,12,"Alaska Phantom","260","10.82"
3690,807,"Sleuth Orient","260","10.82"
968,215,"Dawn Pond","260","10.82"
4310,939,"Vertigo Northwest","260","10.82"
3559,778,"Secrets Paradise","260","10.82"
2990,655,"Panther Reds","260","10.82"
3850,843,"Steel Santa","260","10.82"
77,16,"Alley Evolution","259","10.78"
2426,529,"Lonely Elephant","259","10.78"
3444,755,"Sabrina Midnight","259","10.78"
1456,319,"Fish Opus","259","10.78"
4267,928,"Uptown Young","259","10.78"
2050,445,"Hyde Doctor","259","10.78"
1537,336,"French Holiday","259","10.78"
2995,657,"Paradise Sabrina","259","10.78"
2090,453,"Image Princess","259","10.78"
2543,557,"Manchurian Curtain","259","10.78"
4539,991,"Worst Banger","259","10.78"
2604,572,"Metropolis Coma","259","10.78"
509,113,"California Birds","259","10.78"
665,143,"Chill Luck","258","10.74"
2522,554,"Malkovich Pet","258","10.74"
969,216,"Day Unfaithful","258","10.74"
1309,288,"Escape Metropolis","258","10.74"
652,141,"Chicago North","258","10.74"
4455,973,"Wife Turn","258","10.74"
3465,760,"Samurai Lion","258","10.74"
4421,966,"Wedding Apollo","258","10.74"
3802,833,"Splendor Patton","258","10.74"
2901,638,"Operation Operation","258","10.74"
1723,376,"Grapes Fury","258","10.74"
1098,244,"Dorado Notting","257","10.69"
2842,623,"Newton Labyrinth","257","10.69"
580,127,"Cat Coneheads","257","10.69"
1470,322,"Flatliners Killer","256","10.65"
4192,912,"Trojan Tomorrow","256","10.65"
2300,500,"Kiss Glory","256","10.65"
1483,324,"Flintstones Happiness","256","10.65"
2844,624,"Nightmare Chill","256","10.65"
2880,631,"Novocaine Flight","256","10.65"
3356,737,"Rock Instinct","256","10.65"
3856,844,"Steers Armageddon","256","10.65"
2717,596,"Moonshine Cabin","256","10.65"
4403,962,"Wasteland Divine","255","10.61"
2151,465,"Interview Liaisons","255","10.61"
4055,882,"Tenenbaums Command","255","10.61"
3939,859,"Sugar Wonka","255","10.61"
3606,788,"Ship Wonderland","255","10.61"
2722,597,"Moonwalker Fool","254","10.57"
602,131,"Center Dinosaur","254","10.57"
3142,690,"Pond Seattle","254","10.57"
3981,868,"Superfly Trip","252","10.49"
1151,254,"Driver Annie","252","10.49"
392,86,"Boogie Amelie","251","10.45"
3605,788,"Ship Wonderland","250","10.40"
1992,434,"Horror Reign","250","10.40"
4295,936,"Vanishing Rocky","250","10.40"
3893,850,"Story Side","250","10.40"
2244,485,"Jersey Sassy","249","10.36"
91,18,"Alter Victory","249","10.36"
2797,614,"Name Detective","249","10.36"
2123,460,"Innocent Usual","248","10.32"
4385,958,"Wardrobe Phantom","248","10.32"
549,119,"Caper Motions","248","10.32"
3899,851,"Straight Hours","247","10.28"
363,79,"Blade Polish","247","10.28"
2952,648,"Outlaw Hanky","246","10.24"
2004,436,"Hours Rage","246","10.24"
956,213,"Date Speed","246","10.24"
1074,239,"Dogma Family","246","10.24"
2217,479,"Jedi Beneath","246","10.24"
926,206,"Dancing Fever","246","10.24"
700,153,"Citizen Shrek","246","10.24"
3113,683,"Pity Bound","246","10.24"
2544,558,"Mannequin Worst","245","10.20"
2243,485,"Jersey Sassy","245","10.20"
2234,483,"Jericho Mulan","245","10.20"
1125,249,"Dracula Crystal","245","10.20"
1199,266,"Dynamite Tarzan","245","10.20"
1232,273,"Effect Gladiator","245","10.20"
3849,843,"Steel Santa","245","10.20"
115,23,"Anaconda Confessions","245","10.20"
4519,986,"Wonka Sea","245","10.20"
3887,849,"Storm Happiness","245","10.20"
3873,846,"Sting Personal","245","10.20"
4354,949,"Volcano Texas","245","10.20"
3323,731,"Right Cranes","244","10.15"
1804,392,"Hall Cassidy","244","10.15"
3650,797,"Silence Kane","244","10.15"
3202,704,"Pure Runner","244","10.15"
2535,556,"Maltese Hope","244","10.15"
2148,464,"Intentions Empire","244","10.15"
4320,941,"Videotape Arsenic","244","10.15"
3807,833,"Splendor Patton","244","10.15"
3123,687,"Pocus Pulp","244","10.15"
4515,986,"Wonka Sea","244","10.15"
2170,468,"Invasion Cyclone","243","10.11"
2092,453,"Image Princess","243","10.11"
4256,925,"United Pilot","243","10.11"
2939,645,"Others Soup","243","10.11"
4199,913,"Troopers Metal","243","10.11"
2379,519,"Liberty Magnificent","243","10.11"
2309,502,"Knock Warlock","243","10.11"
1268,281,"Encino Elf","243","10.11"
3821,836,"Squad Fish","243","10.11"
2633,578,"Million Ace","243","10.11"
252,56,"Barefoot Manchurian","243","10.11"
3218,707,"Quest Mussolini","243","10.11"
394,86,"Boogie Amelie","242","10.07"
967,215,"Dawn Pond","242","10.07"
4513,985,"Wonderland Christmas","242","10.07"
3646,796,"Sierra Divide","242","10.07"
1915,416,"Highball Potter","242","10.07"
3940,859,"Sugar Wonka","242","10.07"
1297,286,"Enough Raging","242","10.07"
365,80,"Blanket Beverly","242","10.07"
3224,708,"Quills Bull","241","10.03"
3207,705,"Purple Movie","241","10.03"
4294,936,"Vanishing Rocky","241","10.03"
3429,752,"Runner Madigan","241","10.03"
4266,928,"Uptown Young","241","10.03"
2503,550,"Maguire Apache","241","10.03"
1416,310,"Fever Empire","241","10.03"
1320,292,"Excitement Eve","241","10.03"
4273,930,"Vacation Boondock","241","10.03"
2673,586,"Mockingbird Hollywood","241","10.03"
4202,914,"Trouble Date","241","10.03"
2129,461,"Insects Stone","240","9.99"
1161,256,"Drop Waterfront","240","9.99"
3523,771,"Scorpion Apollo","240","9.99"
3586,784,"Shanghai Tycoon","240","9.99"
2396,524,"Lion Uncut","240","9.99"
2372,517,"Lesson Cleopatra","240","9.99"
3872,846,"Sting Personal","240","9.99"
529,116,"Candidate Perdition","240","9.99"
544,119,"Caper Motions","240","9.99"
2881,632,"Nuts Ties","239","9.95"
1202,267,"Eagles Panky","239","9.95"
1664,363,"Go Purple","239","9.95"
4013,873,"Sweethearts Suspects","239","9.95"
4300,937,"Varsity Trip","239","9.95"
1124,249,"Dracula Crystal","239","9.95"
3285,723,"Reign Gentlemen","239","9.95"
1301,287,"Entrapment Satisfaction","239","9.95"
298,67,"Berets Agent","239","9.95"
2454,536,"Lovely Jingle","239","9.95"
2369,516,"Legend Jedi","239","9.95"
3171,696,"Pride Alamo","239","9.95"
922,205,"Dances None","239","9.95"
8,1,"Academy Dinosaur","238","9.90"
335,74,"Birch Antitrust","238","9.90"
3695,808,"Sling Luke","238","9.90"
3241,711,"Raging Airplane","238","9.90"
3508,768,"Scarface Bang","238","9.90"
1249,276,"Element Freddy","238","9.90"
2849,624,"Nightmare Chill","238","9.90"
4501,982,"Women Dorado","238","9.90"
2167,468,"Invasion Cyclone","238","9.90"
560,122,"Carrie Bunch","238","9.90"
1838,399,"Happiness United","238","9.90"
1876,409,"Heartbreakers Bright","238","9.90"
2226,481,"Jekyll Frogmen","238","9.90"
3359,737,"Rock Instinct","238","9.90"
455,100,"Brooklyn Desert","238","9.90"
4518,986,"Wonka Sea","238","9.90"
2594,570,"Mermaid Insects","238","9.90"
1916,416,"Highball Potter","238","9.90"
598,130,"Celebrity Horn","238","9.90"
1430,313,"Fidelity Devil","238","9.90"
101,20,"Amelie Hellfighters","238","9.90"
3398,745,"Roses Treasure","238","9.90"
1978,431,"Hoosiers Birdcage","238","9.90"
4123,896,"Tootsie Pilot","237","9.86"
4314,940,"Victory Academy","237","9.86"
675,147,"Chocolat Harry","237","9.86"
3787,829,"Spinal Rocky","237","9.86"
138,27,"Anonymous Human","237","9.86"
554,121,"Carol Texas","237","9.86"
3166,695,"President Bang","237","9.86"
966,215,"Dawn Pond","237","9.86"
3799,832,"Splash Gump","237","9.86"
1082,241,"Donnie Alley","236","9.82"
2251,486,"Jet Neighbors","236","9.82"
1698,370,"Gorgeous Bingo","236","9.82"
890,199,"Cupboard Sinners","236","9.82"
1563,343,"Full Flatliners","236","9.82"
3337,734,"Road Roxanne","236","9.82"
3187,699,"Private Drop","236","9.82"
976,218,"Deceiver Betrayed","236","9.82"
588,129,"Cause Date","236","9.82"
1500,328,"Forever Candidate","236","9.82"
2532,556,"Maltese Hope","236","9.82"
1912,416,"Highball Potter","236","9.82"
3457,758,"Saints Bride","235","9.78"
358,79,"Blade Polish","235","9.78"
1210,269,"Earring Instinct","235","9.78"
792,173,"Confessions Maguire","235","9.78"
1667,364,"Godfather Diary","235","9.78"
873,193,"Crossroads Casualties","235","9.78"
2431,531,"Lose Inch","235","9.78"
3432,753,"Rush Goodfellas","235","9.78"
3895,850,"Story Side","235","9.78"
395,88,"Born Spinal","235","9.78"
334,74,"Birch Antitrust","235","9.78"
4060,884,"Terminator Club","235","9.78"
908,201,"Cyclone Family","234","9.74"
1949,424,"Holocaust Highball","234","9.74"
3931,857,"Strictly Scarface","234","9.74"
289,65,"Behavior Runaway","234","9.74"
3936,858,"Submarine Bed","234","9.74"
3889,850,"Story Side","233","9.70"
2433,531,"Lose Inch","233","9.70"
2173,469,"Iron Moon","233","9.70"
2349,511,"Lawrence Love","233","9.70"
3867,846,"Sting Personal","233","9.70"
637,138,"Chariots Conspiracy","233","9.70"
3777,827,"Spice Sorority","233","9.70"
832,182,"Control Anthem","233","9.70"
2658,583,"Mission Zoolander","233","9.70"
1857,405,"Haunted Antitrust","233","9.70"
1969,429,"Honey Ties","232","9.65"
3703,810,"Slums Duck","232","9.65"
3458,758,"Saints Bride","232","9.65"
1709,373,"Graduate Lord","232","9.65"
4223,918,"Twisted Pirates","232","9.65"
3510,768,"Scarface Bang","232","9.65"
3659,799,"Simon North","232","9.65"
3478,762,"Sassy Packer","232","9.65"
4551,993,"Wrong Behavior","232","9.65"
1023,229,"Devil Desire","232","9.65"
977,218,"Deceiver Betrayed","231","9.61"
2299,500,"Kiss Glory","231","9.61"
2947,647,"Outfield Massacre","231","9.61"
4491,981,"Wolves Desire","231","9.61"
1887,411,"Heavenly Gun","231","9.61"
2405,525,"Loathing Legally","231","9.61"
629,137,"Charade Duffel","230","9.57"
3753,821,"Sorority Queen","230","9.57"
4015,875,"Talented Homicide","230","9.57"
439,97,"Bride Intrigue","230","9.57"
2904,638,"Operation Operation","230","9.57"
156,34,"Arabia Dogma","230","9.57"
3760,823,"South Wait","230","9.57"
4459,974,"Wild Apollo","230","9.57"
1950,424,"Holocaust Highball","229","9.53"
1959,427,"Homeward Cider","229","9.53"
930,206,"Dancing Fever","229","9.53"
2141,463,"Instinct Airport","229","9.53"
3059,672,"Perfect Groove","229","9.53"
2631,577,"Mile Mulan","229","9.53"
2137,462,"Insider Arizona","228","9.49"
3403,746,"Rouge Squad","228","9.49"
309,69,"Beverly Outlaw","227","9.45"
4062,885,"Texas Watch","227","9.45"
1001,224,"Desperate Trainspotting","225","9.36"
282,63,"Bedazzled Married","225","9.36"
3918,855,"Streak Ridgemont","225","9.36"
1944,423,"Hollywood Anonymous","225","9.36"
4538,991,"Worst Banger","224","9.32"
1936,421,"Holiday Games","224","9.32"
2660,583,"Mission Zoolander","224","9.32"
534,117,"Candles Grapes","223","9.28"
2927,643,"Orient Closer","223","9.28"
2586,567,"Meet Chocolate","223","9.28"
1217,270,"Earth Vision","223","9.28"
2839,623,"Newton Labyrinth","222","9.24"
2988,655,"Panther Reds","222","9.24"
285,64,"Beethoven Exorcist","222","9.24"
1333,294,"Expecations Natural","222","9.24"
18,4,"Affair Prejudice","222","9.24"
1754,381,"Grinch Massage","222","9.24"
2759,606,"Mummy Creatures","221","9.20"
1788,388,"Gunfight Moon","221","9.20"
1705,371,"Gosford Donnie","221","9.20"
3736,816,"Snowman Rollercoaster","221","9.20"
410,90,"Boulevard Mob","221","9.20"
1601,350,"Garden Island","221","9.20"
2541,557,"Manchurian Curtain","221","9.20"
3864,845,"Stepmom Dream","221","9.20"
1212,269,"Earring Instinct","221","9.20"
2770,608,"Murder Antitrust","221","9.20"
3019,663,"Patient Sister","221","9.20"
1647,360,"Glass Dying","221","9.20"
3117,685,"Platoon Instinct","221","9.20"
3877,847,"Stock Glass","221","9.20"
1747,380,"Greek Everyone","221","9.20"
1130,250,"Dragon Squad","220","9.16"
489,109,"Butterfly Chocolat","220","9.16"
1228,272,"Edge Kissing","220","9.16"
867,191,"Crooked Frogmen","220","9.16"
4498,982,"Women Dorado","220","9.16"
3768,824,"Spartacus Cheaper","219","9.11"
3710,812,"Smoking Barbarella","219","9.11"
2172,468,"Invasion Cyclone","219","9.11"
4110,894,"Tomatoes Hellfighters","219","9.11"
170,37,"Arizona Bang","219","9.11"
972,216,"Day Unfaithful","219","9.11"
2739,601,"Moulin Wake","219","9.11"
3169,696,"Pride Alamo","219","9.11"
1977,431,"Hoosiers Birdcage","219","9.11"
2061,447,"Ice Crossing","219","9.11"
3425,750,"Run Pacific","219","9.11"
2027,441,"Hunter Alter","218","9.07"
4161,904,"Train Bunch","218","9.07"
3222,707,"Quest Mussolini","218","9.07"
2704,594,"Montezuma Command","218","9.07"
2627,576,"Mighty Luck","218","9.07"
2187,473,"Jacket Frisco","218","9.07"
1870,408,"Head Stranger","218","9.07"
338,74,"Birch Antitrust","218","9.07"
4074,888,"Thin Sagebrush","218","9.07"
1771,384,"Grosse Wonderful","217","9.03"
3561,778,"Secrets Paradise","217","9.03"
2818,619,"Neighbors Charade","217","9.03"
3168,696,"Pride Alamo","217","9.03"
74,15,"Alien Center","217","9.03"
3159,694,"Prejudice Oleander","217","9.03"
3554,777,"Secretary Rouge","217","9.03"
1579,346,"Galaxy Sweethearts","217","9.03"
476,105,"Bull Shawshank","217","9.03"
4476,978,"Wisdom Worker","217","9.03"
4249,924,"Unforgiven Zoolander","217","9.03"
1159,256,"Drop Waterfront","217","9.03"
3479,763,"Satisfaction Confidential","217","9.03"
2910,639,"Opposite Necklace","216","8.99"
3790,830,"Spirit Flintstones","216","8.99"
224,50,"Baked Cleopatra","216","8.99"
900,200,"Curtain Videotape","216","8.99"
3881,849,"Storm Happiness","216","8.99"
2460,537,"Lover Truman","216","8.99"
2822,619,"Neighbors Charade","216","8.99"
3763,823,"South Wait","215","8.95"
3727,815,"Snatchers Montezuma","215","8.95"
616,134,"Champion Flatliners","215","8.95"
2501,549,"Magnolia Forrester","215","8.95"
2302,500,"Kiss Glory","215","8.95"
4002,871,"Sweden Shining","215","8.95"
990,220,"Deer Virginian","215","8.95"
2331,506,"Lady Stage","215","8.95"
862,189,"Creatures Shakespeare","215","8.95"
3955,862,"Summer Scarface","215","8.95"
1564,343,"Full Flatliners","215","8.95"
788,172,"Coneheads Smoochy","215","8.95"
4268,929,"Usual Untouchables","215","8.95"
218,49,"Badman Dawn","214","8.91"
1532,335,"Freedom Cleopatra","214","8.91"
2016,438,"Human Graffiti","214","8.91"
2118,459,"Informer Double","214","8.91"
271,60,"Beast Hunchback","214","8.91"
4480,979,"Witches Panic","214","8.91"
193,43,"Atlantis Cause","214","8.91"
668,145,"Chisum Behavior","214","8.91"
1894,412,"Heavyweights Beast","214","8.91"
1068,238,"Doctor Grail","214","8.91"
1958,427,"Homeward Cider","214","8.91"
758,166,"Color Philadelphia","214","8.91"
1004,225,"Destination Jerk","214","8.91"
2334,506,"Lady Stage","214","8.91"
1312,290,"Everyone Craft","214","8.91"
1371,301,"Family Sweet","214","8.91"
4145,901,"Tracy Cider","214","8.91"
1149,254,"Driver Annie","213","8.86"
606,132,"Chainsaw Uptown","213","8.86"
2259,488,"Joon Northwest","213","8.86"
3300,726,"Reservoir Adaptation","213","8.86"
3391,744,"Roots Remember","213","8.86"
1678,366,"Goldfinger Sensibility","213","8.86"
564,122,"Carrie Bunch","213","8.86"
2399,524,"Lion Uncut","213","8.86"
1360,300,"Falcon Volume","213","8.86"
222,50,"Baked Cleopatra","212","8.82"
3460,759,"Salute Apollo","212","8.82"
660,143,"Chill Luck","212","8.82"
4312,939,"Vertigo Northwest","212","8.82"
112,22,"Amistad Midsummer","212","8.82"
3172,697,"Primary Glass","212","8.82"
106,21,"American Circus","212","8.82"
2567,562,"Masked Bubble","212","8.82"
349,77,"Birds Perdition","212","8.82"
1051,234,"Disturbing Scarface","211","8.78"
894,199,"Cupboard Sinners","211","8.78"
216,49,"Badman Dawn","211","8.78"
974,218,"Deceiver Betrayed","211","8.78"
2019,439,"Hunchback Impossible","211","8.78"
209,46,"Autumn Crow","211","8.78"
3290,724,"Remember Diary","211","8.78"
2321,504,"Kwai Homeward","210","8.74"
1630,356,"Giant Troopers","210","8.74"
4151,901,"Tracy Cider","210","8.74"
3297,725,"Requiem Tycoon","210","8.74"
1996,434,"Horror Reign","210","8.74"
505,112,"Calendar Gunfight","210","8.74"
1165,258,"Drums Dynamite","210","8.74"
3598,786,"Shepherd Midsummer","210","8.74"
3099,681,"Pirates Roxanne","209","8.70"
3653,797,"Silence Kane","209","8.70"
2446,534,"Louisiana Harry","209","8.70"
4321,941,"Videotape Arsenic","209","8.70"
3705,810,"Slums Duck","209","8.70"
3738,817,"Soldiers Evolution","209","8.70"
1908,415,"High Encino","209","8.70"
2874,630,"Notting Speakeasy","209","8.70"
4066,886,"Theory Mermaid","209","8.70"
2639,579,"Minds Truman","209","8.70"
3015,662,"Paths Control","209","8.70"
21,4,"Affair Prejudice","208","8.66"
1455,319,"Fish Opus","208","8.66"
2537,556,"Maltese Hope","208","8.66"
658,142,"Chicken Hellfighters","208","8.66"
4061,885,"Texas Watch","207","8.61"
4410,964,"Waterfront Deliverance","207","8.61"
383,85,"Bonnie Holocaust","207","8.61"
1898,413,"Hedwig Alter","207","8.61"
1367,301,"Family Sweet","207","8.61"
2311,502,"Knock Warlock","206","8.57"
2568,562,"Masked Bubble","206","8.57"
1270,281,"Encino Elf","206","8.57"
2155,465,"Interview Liaisons","205","8.53"
4485,980,"Wizard Coldblooded","205","8.53"
738,162,"Clueless Bucket","202","8.41"
3843,841,"Star Operation","201","8.36"
823,180,"Conspiracy Spirit","200","8.32"
1710,373,"Graduate Lord","200","8.32"
419,92,"Bowfinger Gables","200","8.32"
3717,813,"Smoochy Control","200","8.32"
3440,754,"Rushmore Mermaid","199","8.28"
4270,929,"Usual Untouchables","199","8.28"
3567,780,"Sensibility Rear","199","8.28"
722,158,"Clones Pinocchio","198","8.24"
2764,606,"Mummy Creatures","197","8.20"
3008,660,"Party Knock","197","8.20"
3043,667,"Peach Innocent","197","8.20"
440,97,"Bride Intrigue","197","8.20"
4041,880,"Telemark Heartbreakers","197","8.20"
381,84,"Boiled Dares","197","8.20"
1048,234,"Disturbing Scarface","197","8.20"
1658,361,"Gleaming Jawbreaker","197","8.20"
1663,363,"Go Purple","196","8.16"
2088,452,"Illusion Amelie","196","8.16"
1506,329,"Forrest Sons","196","8.16"
4082,890,"Tights Dawn","196","8.16"
4492,981,"Wolves Desire","196","8.16"
973,216,"Day Unfaithful","196","8.16"
3116,684,"Pizza Jumanji","195","8.11"
107,21,"American Circus","195","8.11"
2032,443,"Hurricane Affair","195","8.11"
2351,511,"Lawrence Love","195","8.11"
